Customer ID,Age,Location,Subscription Status,Previous Purchases,Frequency of Purchases,Avg_no_of_yearly_purchases,Aggregate,Depandancy_Score,aggval,Value,Satisfaction_flag,RFM_Score,Customer_Segment
240,49,Vermont,1,47,Bi-Weekly,114,4.305552131,17.04775222,2.305552131,27.95368751,Average,552,Loyal Customer
241,47,Montana,1,29,Fortnightly,28,0.560235282,54.25544354,-1.439764718,60.75012375,Average,332,Promising
242,36,Delaware,1,43,Bi-Weekly,114,5.590989528,4.277628947,3.590989528,16.69755957,Good,555,Champion
243,55,New York,1,40,Every 3 Months,4,2.383993682,36.1373931,0.383993682,44.78010613,Good,245,At Risk
244,25,Kentucky,1,4,Monthly,12,0.734131052,52.52788339,-1.265868948,59.22737901,Average,315,Need Attention
245,53,Oregon,1,39,Weekly,57,1.883158746,41.11291652,-0.116841254,49.16574336,Good,442,Loyal Customer
246,49,Rhode Island,1,45,Fortnightly,28,2.005668301,39.89585054,0.005668301,48.09296982,Average,353,Loyal Customer
247,35,Nevada,1,20,Bi-Weekly,114,3.914322093,20.93441044,1.914322093,31.3795528,Average,525,Potential Loyalist
248,29,Montana,1,14,Weekly,57,1.165901481,48.23847838,-0.834098519,55.44651563,Good,423,Potential Loyalist
249,47,Pennsylvania,1,33,Weekly,57,3.916878665,20.90901228,1.916878665,31.35716579,Good,445,Champion
250,53,Alaska,1,18,Annually,1,-0.821910714,67.98631428,-2.821910714,72.85309523,Good,122,Hibernating
251,33,Mississippi,1,9,Weekly,57,-0.911479225,68.87612885,-2.911479225,73.63741551,Good,411,Recent Customer
252,21,Wyoming,1,34,Annually,1,0.454620188,55.30467221,-1.545379812,61.67495837,Poor,142,Need Attention
253,32,Delaware,1,33,Fortnightly,28,0.66824036,53.18247167,-1.33175964,59.80436087,Average,342,Loyal Customer
254,52,Oklahoma,1,15,Bi-Weekly,114,3.019256214,29.82640443,1.019256214,39.21733321,Good,524,Potential Loyalist
255,67,Indiana,1,4,Bi-Weekly,114,0.94877001,50.39556176,-1.05122999,57.34786035,Average,512,Recent Customer
256,43,Maryland,1,25,Annually,1,-1.477412418,74.49836815,-3.477412418,78.59309554,Good,131,Lost
257,58,South Dakota,1,20,Every 3 Months,4,-1.322946421,72.96383226,-3.322946421,77.24049056,Good,221,About to Sleep
258,20,West Virginia,1,5,Quarterly,3,-1.416276126,73.89101224,-3.416276126,78.0577463,Good,113,Lost
259,61,Alabama,1,16,Quarterly,3,0.231954783,57.51673222,-1.768045217,63.62476183,Average,124,Need Attention
260,32,Louisiana,1,13,Annually,1,-0.745789413,67.23009045,-2.745789413,72.1865275,Average,123,Need Attention
261,38,Montana,1,11,Every 3 Months,4,-0.805898315,67.82723978,-2.805898315,72.71288023,Average,223,About to Sleep
262,21,California,1,21,Annually,1,0.652535569,53.33849025,-1.347464431,59.94188226,Good,134,At Risk
263,37,Hawaii,1,6,Annually,1,-1.948211008,79.17549676,-3.948211008,82.71571495,Poor,112,Hibernating
264,27,Iowa,1,29,Monthly,12,0.184622432,57.98695346,-1.815377568,64.03923476,Good,332,Promising
265,36,Colorado,1,15,Annually,1,0.279400305,57.0453867,-1.720599695,63.20929791,Average,124,Need Attention
266,32,Michigan,1,17,Bi-Weekly,114,2.566552399,34.32377127,0.566552399,43.18150298,Average,523,Potential Loyalist
267,51,Louisiana,1,32,Weekly,57,2.792013628,32.08393626,0.792013628,41.20721746,Average,444,Champion
268,64,Maryland,1,42,Annually,1,1.135111168,48.54436344,-0.864888832,55.71613568,Average,153,At Risk
269,68,Georgia,1,21,Monthly,12,-0.538094078,65.16674996,-2.538094078,70.36781173,Average,332,Promising
270,68,Georgia,1,9,Bi-Weekly,114,1.379355064,46.11793282,-0.620644936,53.57737688,Average,512,Recent Customer
271,33,North Dakota,1,16,Annually,1,-0.749236664,67.26433702,-2.749236664,72.21671387,Good,123,Need Attention
272,65,Maryland,1,42,Fortnightly,28,2.473596377,35.24723893,0.473596377,43.99548651,Good,354,Loyal Customer
273,48,Oregon,1,37,Bi-Weekly,114,2.557645904,34.41225247,0.557645904,43.25949405,Good,541,Loyal Customer
274,69,North Dakota,1,32,Quarterly,3,-0.391663144,63.71203806,-2.391663144,69.085567,Good,141,Need Attention
275,59,Maryland,1,28,Bi-Weekly,114,2.18795789,38.08490235,0.18795789,46.49672333,Average,531,Potential Loyalist
276,48,Virginia,1,13,Weekly,57,1.898959743,40.95594219,-0.101040257,49.02737954,Good,425,Potential Loyalist
277,25,South Dakota,1,11,Fortnightly,28,-1.319230042,72.92691205,-3.319230042,77.20794752,Average,321,Promising
278,29,Georgia,1,36,Bi-Weekly,114,2.615095693,33.84151997,0.615095693,42.75642624,Average,541,Loyal Customer
279,57,Hawaii,1,23,Annually,1,1.551048698,44.41224969,-0.448951302,52.07391548,Average,135,At Risk
280,23,Arkansas,1,37,Monthly,12,1.709624002,42.83689006,-0.290375998,50.68532672,Good,344,Loyal Customer
281,45,Montana,1,21,Bi-Weekly,114,3.26571489,27.37797117,1.26571489,37.05918036,Good,534,Potential Loyalist
282,38,Oklahoma,1,22,Bi-Weekly,114,2.997137453,30.04614233,0.997137453,39.41101951,Poor,533,Potential Loyalist
283,21,Minnesota,1,9,Monthly,12,0.826911869,51.60615629,-1.173088131,58.41492968,Average,315,Need Attention
284,32,Montana,1,16,Annually,1,-1.678198313,76.49306711,-3.678198313,80.35130775,Average,121,Hibernating
285,63,Ohio,1,4,Quarterly,3,-1.823307161,77.93464479,-3.823307161,81.62197542,Average,112,Hibernating
286,29,Kentucky,1,3,Bi-Weekly,114,0.752866623,52.34175565,-1.247133377,59.06331814,Good,512,Recent Customer
287,27,Nebraska,1,6,Annually,1,-1.483730183,74.56113172,-3.483730183,78.64841801,Average,112,Hibernating
288,56,Delaware,1,18,Fortnightly,28,-0.539063743,65.17638305,-2.539063743,70.37630275,Average,322,Promising
289,30,North Carolina,1,34,Bi-Weekly,114,3.87008457,21.37388623,1.87008457,31.7669254,Average,543,Loyal Customer
290,49,New York,1,26,Monthly,12,1.623737686,43.69012403,-0.376262314,51.43740331,Good,335,Promising
291,58,Colorado,1,50,Weekly,57,2.264623769,37.32326843,0.264623769,45.82538691,Average,451,Loyal Customer
292,57,Delaware,1,40,Monthly,12,0.10160663,58.81167042,-1.89839337,64.76617525,Average,341,Loyal Customer
293,60,Utah,1,24,Quarterly,3,1.841407413,41.52769336,-0.158592587,49.53134526,Good,135,At Risk
294,69,Connecticut,1,33,Annually,1,-0.121312965,61.02625568,-2.121312965,66.71820457,Average,142,Need Attention
295,70,New Jersey,1,19,Every 3 Months,4,-1.814428516,77.84644027,-3.814428516,81.54422822,Good,221,About to Sleep
296,53,West Virginia,1,24,Quarterly,3,-0.56544777,65.43849405,-2.56544777,70.60733849,Average,132,Need Attention
297,25,Indiana,1,19,Weekly,57,1.849839712,41.44392305,-0.150160288,49.45750655,Good,424,Potential Loyalist
298,48,Delaware,1,4,Bi-Weekly,114,0.273161538,57.10736546,-1.726838462,63.26392862,Good,511,Recent Customer
299,69,Maryland,1,11,Every 3 Months,4,-0.974800433,69.50519071,-2.974800433,74.1918973,Good,223,About to Sleep
300,25,Pennsylvania,1,28,Fortnightly,28,1.968902016,40.26110364,-0.031097984,48.41491939,Average,334,Promising
301,29,Iowa,1,24,Weekly,57,3.209386415,27.93756401,1.209386415,37.55242921,Good,435,Potential Loyalist
302,46,Pennsylvania,1,25,Every 3 Months,4,1.767846993,42.25847624,-0.232153007,50.17548826,Average,235,At Risk
303,37,Delaware,1,27,Every 3 Months,4,-0.247201415,62.27688914,-2.247201415,67.82056591,Average,232,Need Attention
304,20,Oregon,1,49,Weekly,57,3.335486267,26.68483038,1.335486267,36.44821669,Average,453,Loyal Customer
305,40,Oregon,1,45,Bi-Weekly,114,5.560541008,4.580118478,3.560541008,16.96418666,Average,554,Champion
306,60,Utah,1,26,Annually,1,0.238610032,57.45061593,-1.761389968,63.56648413,Average,133,At Risk
307,26,North Dakota,1,4,Annually,1,-1.70663484,76.77556857,-3.70663484,80.60031652,Average,112,Hibernating
308,29,Florida,1,3,Every 3 Months,4,-2.415350945,83.81627864,-4.415350945,86.8062968,Average,211,About to Sleep
309,66,Maryland,1,45,Bi-Weekly,114,3.238136884,27.6519437,1.238136884,37.30067136,Average,551,Loyal Customer
310,66,Minnesota,1,21,Fortnightly,28,-0.964766289,69.40550693,-2.964766289,74.10403179,Good,331,Promising
311,56,Montana,1,50,Fortnightly,28,3.703019241,23.03358965,1.703019241,33.22985834,Good,355,Loyal Customer
312,69,Rhode Island,1,19,Monthly,12,-0.254292381,62.34733404,-2.254292381,67.88265903,Good,323,Promising
313,38,Massachusetts,1,6,Annually,1,0.120839939,58.62059793,-1.879160061,64.59775586,Average,115,Need Attention
314,42,Vermont,1,50,Every 3 Months,4,2.738457435,32.61598798,0.738457435,41.6761904,Average,254,At Risk
315,30,New Jersey,1,17,Every 3 Months,4,-1.783979995,77.54395074,-3.783979995,81.27760112,Average,221,About to Sleep
316,66,Wisconsin,1,24,Annually,1,-1.377737099,73.50814792,-3.377737099,77.72027346,Good,131,Lost
317,36,California,1,46,Monthly,12,0.348065305,56.36323716,-1.651934695,62.6080224,Average,351,Loyal Customer
318,58,West Virginia,1,42,Every 3 Months,4,2.395770691,36.0203949,0.395770691,44.67697896,Good,254,At Risk
319,45,South Dakota,1,10,Annually,1,-0.531214515,65.09840523,-2.531214515,70.30756979,Poor,113,Lost
320,47,Maine,1,1,Every 3 Months,4,-0.780332303,67.57325532,-2.780332303,72.48900756,Average,214,About to Sleep
321,66,Kansas,1,28,Quarterly,3,0.978225312,50.10293932,-1.021774688,57.08993053,Good,134,At Risk
322,41,Vermont,1,48,Quarterly,3,0.842642228,51.44988371,-1.157357772,58.2771844,Good,152,Need Attention
323,41,Tennessee,1,47,Monthly,12,3.49975576,25.05290208,1.49975576,35.00976591,Average,355,Loyal Customer
324,66,Tennessee,1,29,Bi-Weekly,114,4.199559047,18.10073602,2.199559047,28.88183206,Average,534,Potential Loyalist
325,37,Wyoming,1,37,Quarterly,3,2.023521798,39.71848574,0.023521798,47.93663297,Good,144,At Risk
326,70,Vermont,1,38,Annually,1,1.533812445,44.58348252,-0.466187555,52.22484735,Good,144,At Risk
327,62,New Jersey,1,48,Weekly,57,2.463974407,35.34282798,0.463974407,44.07974275,Average,452,Loyal Customer
328,61,Iowa,1,36,Weekly,57,1.675478349,43.17610861,-0.324521651,50.98432833,Average,442,Loyal Customer
329,48,Florida,1,9,Weekly,57,0.144159013,58.38893557,-1.855840987,64.39355884,Average,412,Recent Customer
330,70,Nevada,1,34,Monthly,12,-0.102626516,60.84061594,-2.102626516,66.55457384,Average,341,Loyal Customer
331,46,North Dakota,1,43,Bi-Weekly,114,4.028644936,19.79867501,2.028644936,30.37846745,Poor,552,Loyal Customer
332,31,Florida,1,46,Quarterly,3,3.322171461,26.81710576,1.322171461,36.56480982,Average,155,At Risk
333,19,New York,1,5,Monthly,12,0.212200437,57.71298093,-1.787799563,63.79774376,Average,315,Need Attention
334,39,Alaska,1,15,Bi-Weekly,114,2.639226448,33.60179401,0.639226448,42.54512162,Good,523,Potential Loyalist
335,41,Kansas,1,30,Annually,1,-0.033414656,60.15303365,-2.033414656,65.94850966,Average,132,Need Attention
336,20,Oregon,1,44,Every 3 Months,4,2.660900878,33.38647031,0.660900878,42.35532618,Average,255,At Risk
337,36,Rhode Island,1,16,Annually,1,0.475303692,55.09919281,-1.524696308,61.49384012,Good,124,Need Attention
338,32,New Mexico,1,16,Annually,1,-0.453657957,64.3279229,-2.453657957,69.628434,Good,123,Need Attention
339,69,Massachusetts,1,16,Weekly,57,1.853286962,41.40967648,-0.146713038,49.42732018,Average,424,Potential Loyalist
340,40,Pennsylvania,1,21,Every 3 Months,4,-1.127043034,71.01763837,-3.127043034,75.52503277,Average,231,Need Attention
341,40,New Jersey,1,39,Every 3 Months,4,0.710196761,52.76565759,-1.289803239,59.43696327,Average,242,Need Attention
342,20,Utah,1,40,Bi-Weekly,114,2.511973123,34.86598677,0.511973123,43.6594347,Good,541,Loyal Customer
343,64,Kentucky,1,48,Every 3 Months,4,0.868757127,51.19044636,-1.131242873,58.04850532,Average,252,Need Attention
344,27,Nebraska,1,26,Monthly,12,-0.318636672,62.98655967,-2.318636672,68.4460996,Good,332,Promising
345,24,Virginia,1,46,Monthly,12,2.417116252,35.80833833,0.417116252,44.49006331,Good,354,Loyal Customer
346,48,Wyoming,1,27,Annually,1,0.307836831,56.76288523,-1.692163169,62.96028915,Good,133,At Risk
347,49,New Mexico,1,5,Weekly,57,-0.132748182,61.13985836,-2.132748182,66.81833878,Good,412,Recent Customer
348,36,Oregon,1,43,Fortnightly,28,1.360508349,46.30516471,-0.639491651,53.742411,Average,352,Loyal Customer
349,56,South Carolina,1,17,Fortnightly,28,0.320671108,56.63538366,-1.679328892,62.84790385,Average,323,Promising
350,37,Arizona,1,3,Bi-Weekly,114,2.77969204,32.20634455,0.77969204,41.31511331,Average,515,Recent Customer
351,42,Kentucky,1,47,Fortnightly,28,2.777504842,32.22807317,0.777504842,41.33426584,Average,353,Loyal Customer
352,28,New York,1,24,Bi-Weekly,114,4.360131407,16.50553672,2.360131407,27.47575579,Average,535,Potential Loyalist
353,27,Texas,1,12,Every 3 Months,4,-0.145514103,61.26668085,-2.145514103,66.9301255,Good,224,About to Sleep
354,63,Missouri,1,35,Monthly,12,1.360042757,46.30979011,-0.639957243,53.74648803,Good,343,Loyal Customer
355,58,Pennsylvania,1,42,Weekly,57,3.526507147,24.78714156,1.526507147,34.77551332,Average,454,Champion
356,37,Oregon,1,1,Every 3 Months,4,-2.131549247,80.99686272,-4.131549247,84.32114411,Good,212,About to Sleep
357,56,Nevada,1,27,Weekly,57,2.657007281,33.42515109,0.657007281,42.38942106,Poor,434,Potential Loyalist
358,18,Arkansas,1,16,Bi-Weekly,114,2.370649011,36.26996516,0.370649011,44.89696077,Good,523,Potential Loyalist
359,48,Minnesota,1,36,Every 3 Months,4,-0.426445286,64.05757977,-2.426445286,69.39014211,Average,241,Need Attention
360,31,Georgia,1,30,Every 3 Months,4,1.227244867,47.62906511,-0.772755133,54.90935294,Average,234,At Risk
361,51,Rhode Island,1,18,Fortnightly,28,-0.83464245,68.11279717,-2.83464245,72.96458262,Average,321,Promising
362,65,Nevada,1,45,Annually,1,3.116263805,28.86268663,1.116263805,38.3678715,Average,155,At Risk
363,53,Texas,1,1,Fortnightly,28,-0.575830028,65.54163615,-2.575830028,70.69825231,Average,313,Need Attention
364,55,Florida,1,42,Fortnightly,28,3.275881438,27.27697203,1.275881438,36.97015543,Average,355,Loyal Customer
365,62,North Dakota,1,7,Every 3 Months,4,0.226185904,57.5740429,-1.773814096,63.6752779,Average,215,About to Sleep
366,55,West Virginia,1,50,Quarterly,3,3.176823361,28.26106029,1.176823361,37.83757254,Average,155,At Risk
367,64,Nebraska,1,37,Fortnightly,28,0.734019908,52.52898754,-1.265980092,59.22835226,Average,342,Loyal Customer
368,52,Tennessee,1,18,Monthly,12,-0.830225534,68.06891751,-2.830225534,72.92590522,Average,322,Promising
369,24,Oklahoma,1,29,Monthly,12,-0.110956275,60.92336758,-2.110956275,66.62751463,Good,332,Promising
370,38,Wisconsin,1,45,Quarterly,3,0.803863949,51.83512488,-1.196136051,58.6167523,Average,152,Need Attention
371,59,Oregon,1,13,Weekly,57,-0.254542263,62.34981648,-2.254542263,67.88484716,Average,421,Potential Loyalist
372,27,North Carolina,1,47,Monthly,12,2.993049405,30.08675486,0.993049405,39.44681712,Average,354,Loyal Customer
373,24,Pennsylvania,1,7,Weekly,57,1.483598949,45.08232637,-0.516401051,52.66454946,Average,415,Recent Customer
374,23,North Dakota,1,11,Bi-Weekly,114,0.79997466,51.87376286,-1.20002534,58.65080945,Good,521,Potential Loyalist
375,69,Ohio,1,39,Monthly,12,2.228107366,37.68603909,0.228107366,46.14514835,Good,344,Loyal Customer
376,59,Oklahoma,1,6,Quarterly,3,-2.233785447,82.0125239,-4.233785447,85.21639092,Good,111,Hibernating
377,51,South Carolina,1,2,Bi-Weekly,114,1.190346178,47.99563357,-0.809653822,55.23246192,Good,512,Recent Customer
378,63,Maine,1,39,Every 3 Months,4,0.076813818,59.05797356,-1.923186182,64.98327728,Good,241,Need Attention
379,54,Nevada,1,23,Monthly,12,0.44487011,55.40153394,-1.55512989,61.76033641,Good,333,Promising
380,32,Montana,1,46,Bi-Weekly,114,3.307363683,26.964213,1.307363683,36.69447637,Good,551,Loyal Customer
381,39,New Hampshire,1,19,Weekly,57,1.638712064,43.54136171,-0.361287936,51.30627789,Average,424,Potential Loyalist
382,66,Maine,1,3,Every 3 Months,4,-2.710929651,86.75269276,-4.710929651,89.39457667,Average,211,About to Sleep
383,28,California,1,47,Quarterly,3,2.46243661,35.35810516,0.46243661,44.09320871,Average,154,At Risk
384,50,West Virginia,1,6,Quarterly,3,-0.333636618,63.135576,-2.333636618,68.5774489,Poor,114,Need Attention
385,70,California,1,6,Annually,1,-2.243789715,82.11191088,-4.243789715,85.30399482,Good,111,Hibernating
386,67,West Virginia,1,12,Bi-Weekly,114,3.656086408,23.49984189,1.656086408,33.64083283,Average,525,Potential Loyalist
387,64,Louisiana,1,40,Quarterly,3,0.415504425,55.69326609,-1.584495575,62.0174815,Average,142,Need Attention
388,45,Georgia,1,38,Fortnightly,28,3.21010189,27.93045616,1.21010189,37.54616405,Good,345,Loyal Customer
389,22,Washington,1,10,Quarterly,3,0.154398225,58.28721455,-1.845601775,64.30389762,Average,114,Need Attention
390,27,Virginia,1,28,Monthly,12,-0.053506486,60.35263508,-2.053506486,66.12444682,Good,332,Promising
391,25,Indiana,1,19,Annually,1,0.260728794,57.23087803,-1.739271206,63.37279783,Average,124,Need Attention
392,37,Minnesota,1,25,Fortnightly,28,2.014574796,39.80736934,0.014574796,48.01497875,Good,335,Promising
393,26,Idaho,1,38,Annually,1,2.040518799,39.54962975,0.040518799,47.78779614,Average,144,At Risk
394,33,Vermont,1,6,Fortnightly,28,-0.187470504,61.68349494,-2.187470504,67.29752311,Good,313,Need Attention
395,43,North Dakota,1,7,Bi-Weekly,114,0.607518523,53.78571018,-1.392481477,60.33608086,Good,511,Recent Customer
396,37,Rhode Island,1,2,Annually,1,-1.169479966,71.43922627,-3.169479966,75.89663822,Good,113,Lost
397,46,South Carolina,1,24,Annually,1,1.324696791,46.66093311,-0.675303209,54.05600036,Average,135,At Risk
398,22,Mississippi,1,26,Annually,1,-0.310321851,62.90395644,-2.310321851,68.3732896,Average,132,Need Attention
399,20,Montana,1,25,Every 3 Months,4,0.585532166,54.00413272,-1.414467834,60.52860774,Good,233,At Risk
400,60,Idaho,1,10,Monthly,12,-1.595167574,75.66820174,-3.595167574,79.62423645,Average,311,Lost
401,39,Utah,1,14,Fortnightly,28,0.408569417,55.76216163,-1.591430583,62.07820895,Good,323,Promising
402,43,Oklahoma,1,21,Quarterly,3,1.29592278,46.9467873,-0.70407722,54.30796436,Good,135,At Risk
403,31,California,1,26,Monthly,12,1.328158979,46.62653815,-0.671841021,54.02568318,Average,334,Promising
404,19,Nevada,1,12,Annually,1,-1.321722566,72.95167392,-3.321722566,77.22977369,Good,122,Hibernating
405,35,Delaware,1,11,Monthly,12,0.923139938,50.65018263,-1.076860062,57.57229397,Good,325,Promising
406,41,South Carolina,1,15,Annually,1,0.110498187,58.72333762,-1.889501813,64.68831498,Average,124,Need Attention
407,52,Maryland,1,13,Monthly,12,-0.542976586,65.21525503,-2.542976586,70.41056615,Good,323,Promising
408,45,North Carolina,1,5,Bi-Weekly,114,2.453664813,35.4452482,0.453664813,44.17002028,Average,514,Recent Customer
409,34,Alabama,1,36,Fortnightly,28,1.931558995,40.6320863,-0.068441005,48.74191923,Average,343,Loyal Customer
410,35,Minnesota,1,32,Monthly,12,0.603430476,53.82632271,-1.396569524,60.37187847,Average,342,Loyal Customer
411,29,Virginia,1,1,Quarterly,3,-2.833272619,87.96810378,-4.833272619,90.46589146,Good,111,Hibernating
412,59,Michigan,1,15,Annually,1,-1.789650642,77.60028553,-3.789650642,81.327257,Average,121,Hibernating
413,24,Maine,1,3,Weekly,57,0.742210928,52.4476142,-1.257789072,59.15662635,Average,414,Recent Customer
414,70,Nevada,1,48,Monthly,12,3.737884677,22.68722046,1.737884677,32.92455385,Good,355,Loyal Customer
415,29,Wyoming,1,30,Weekly,57,3.202491914,28.00605715,1.202491914,37.61280196,Average,435,Potential Loyalist
416,67,Connecticut,1,40,Monthly,12,0.312734277,56.71423176,-1.687265723,62.91740392,Average,341,Loyal Customer
417,36,Oregon,1,24,Fortnightly,28,0.636356582,53.49921971,-1.363643418,60.08355602,Average,333,Promising
418,23,Mississippi,1,48,Quarterly,3,2.742791057,32.5729358,0.742791057,41.63824238,Good,154,At Risk
